Province,Regency/City,Sub-District,Geocoder,Location,Latitude,Longitude
Bali,Kabupaten Bangli,Sulahan,"Sulahan, Bali, Indonesia","Sulahan, Bali, 80613, Indonesia",-8.4189957,115.3447014
Bali,Kabupaten Bangli,Susut,"Susut, Bali, Indonesia","Susut, Bali, 80572, Indonesia",-8.4115786,115.2370347
Bali,Kabupaten Bangli,Bangbang,"Bangbang, Bali, Indonesia","Bangbang, Bali, 80864, Indonesia",-8.4470738,115.404179
Bali,Kabupaten Bangli,Tembuku,"Tembuku, Bali, Indonesia","Tembuku, Bali, 80613, Indonesia",-8.4538392,115.3891494
Bali,Kabupaten Tabanan,Bangli,"Bangli, Bali, Indonesia","Bangli, Bali, 80613, Indonesia",-8.4603116,115.3535198
Bali,Kabupaten Gianyar,Bedulu,"Bedulu, Bali, Indonesia","Bedulu, Bali, 80581, Indonesia",-8.52695,115.2959285
Bali,Kabupaten Gianyar,Blahbatuh,"Blahbatuh, Bali, Indonesia","Blahbatuh, Bali, 80752, Indonesia",-8.561161,115.2994536
Bali,Kabupaten Gianyar,Bona,"Bona, Bali, Indonesia","Bona, Bali, 80752, Indonesia",-8.5580793,115.3156762
Bali,Kabupaten Gianyar,Buruan,"Buruan, Bali, Indonesia","Buruan, Bali, 80752, Indonesia",-8.5442925,115.3020716
Bali,Kabupaten Gianyar,Beng,"Beng, Bali, Indonesia","Beng, Bali, 80581, Indonesia",-8.5299467,115.3273552
Bali,Kabupaten Gianyar,Bitera,"Bitera, Bali, Indonesia","Bitera, Bali, 80581, Indonesia",-8.5369799,115.3147004
Bali,Kabupaten Gianyar,Gianyar,"Gianyar, Bali, Indonesia","Gianyar, Bali, Indonesia",-8.5482357,115.32605401537212
Bali,Kabupaten Gianyar,Petak,"Petak, Bali, Indonesia","Petak, Bali, 80552, Indonesia",-8.4887856,115.3210309
Bali,Kabupaten Gianyar,Samplangan,"Samplangan, Bali, Indonesia","Samplangan, Bali, 80614, Indonesia",-8.5353488,115.3390449
Bali,Kabupaten Gianyar,Serongga,"Serongga, Bali, Indonesia","Serongga, Bali, 80716, Indonesia",-8.5648323,115.3354767
Bali,Kabupaten Gianyar,Sidan,"Sidan, Bali, Indonesia","Sidan, Bali, 80614, Indonesia",-8.5282283,115.351467
Bali,Kabupaten Gianyar,Tegal Tugu,"Tegal Tugu, Bali, Indonesia","Tegal Tugu, Bali, 80716, Indonesia",-8.5538617,115.3409956
Bali,Kabupaten Gianyar,Tulikup,"Tulikup, Bali, Indonesia","Tulikup, Bali, 80716, Indonesia",-8.5594,115.3618753
Bali,Kabupaten Gianyar,Bukian,"Bukian, Bali, Indonesia","Bukian, Bali, 80572, Indonesia",-8.4063809,115.2660485
Bali,Kabupaten Gianyar,Kelusa,"Kelusa, Bali, Indonesia","Kelusa, Bali, 80561, Indonesia",-8.4417379,115.2622154
Bali,Kabupaten Gianyar,Kerta,"Kerta, Bali, Indonesia","Kerta, Bali, 80572, Indonesia",-8.3366511,115.2870536
Bali,Kabupaten Gianyar,Melinggih,"Melinggih, Bali, Indonesia","Melinggih, Bali, 80561, Indonesia",-8.430653,115.2434553
Bali,Kabupaten Gianyar,Melinggih Kelod,"Melinggih Kelod, Bali, Indonesia","Melinggih Kelod, Bali, 80561, Indonesia",-8.4481436,115.2414915
Bali,Kabupaten Gianyar,Puhu,"Puhu, Bali, Indonesia","Puhu, Bali, 80572, Indonesia",-8.3864735,115.2705743
Bali,Kabupaten Gianyar,Batuan,"Batuan, Bali, Indonesia","Batuan, Bali, 80582, Indonesia",-8.5835837,115.2765404
Bali,Kabupaten Gianyar,Batuan Kaler,"Batuan Kaler, Bali, Indonesia","Batuan Kaler, Bali, 80582, Indonesia",-8.5690248,115.2756718
Bali,Kabupaten Gianyar,Batubulan,"Batubulan, Bali, Indonesia","Batubulan, Bali, 80513, Indonesia",-8.6217995,115.2596751
Bali,Kabupaten Gianyar,Batubulan Kangin,"Batubulan Kangin, Bali, Indonesia","Batubulan Kangin, Bali, 80513, Indonesia",-8.6173059,115.272964
Bali,Kabupaten Gianyar,Celuk,"Celuk, Bali, Indonesia","Celuk, Bali, 80511, Indonesia",-8.6003298,115.270064
Bali,Kabupaten Gianyar,Guwang,"Guwang, Bali, Indonesia","Guwang, Bali, 80511, Indonesia",-8.6123342,115.2853367
Bali,Kabupaten Gianyar,Kemenuh,"Kemenuh, Bali, Indonesia","Kemenuh, Bali, 80752, Indonesia",-8.5588759,115.2869006
Bali,Kabupaten Gianyar,Ketewel,"Ketewel, Bali, Indonesia","Ketewel, Bali, 80513, Indonesia",-8.6280893,115.2853775
Bali,Kabupaten Gianyar,Singapadu,"Singapadu, Bali, Indonesia","Singapadu, Bali, 80238, Indonesia",-8.5944644,115.2559384
Bali,Kabupaten Gianyar,Singapadu Kaler,"Singapadu Kaler, Bali, Indonesia","Singapadu Kaler, Bali, 80751, Indonesia",-8.5552054,115.2476861
Bali,Kabupaten Gianyar,Singapadu Tengah,"Singapadu Tengah, Bali, Indonesia","Singapadu Tengah, Bali, 80582, Indonesia",-8.5796806,115.2569187
Bali,Kabupaten Gianyar,Sukawati,"Sukawati, Bali, Indonesia","Sukawati, Bali, 80511, Indonesia",-8.5961547,115.2820391
Bali,Kabupaten Gianyar,Pejeng,"Pejeng, Bali, Indonesia","Pejeng, Bali, Indonesia",-8.5129298,115.2927742267307
Bali,Kabupaten Gianyar,Pejeng Kaja,"Pejeng Kaja, Bali, Indonesia","Pejeng Kaja, Bali, 80552, Indonesia",-8.478233,115.2930024
Bali,Kabupaten Gianyar,Tampaksiring,"Tampaksiring, Bali, Indonesia","Traditional Market of Tampaksiring, Jalan Bayu Brata, Tampak Siring, Bali, 80661, Indonesia",-8.4299855,115.3077175
Bali,Kabupaten Gianyar,Keliki,"Keliki, Bali, Indonesia","Keliki, Bali, 80561, Indonesia",-8.4450886,115.264675
Bali,Kabupaten Gianyar,Pupuan,"Pupuan, Bali, Indonesia","Pupuan, Bali, Indonesia",-8.3173707,115.0076504
Bali,Kabupaten Gianyar,Sebatu,"Sebatu, Bali, Indonesia","Sebatu, Bali, 80572, Indonesia",-8.4023814,115.2956346
Bali,Kabupaten Gianyar,Taro,"Taro, Bali, Indonesia","Taro, Bali, 80572, Indonesia",-8.3862137,115.2800168
Bali,Kabupaten Gianyar,Tegallalang,"Tegallalang, Bali, Indonesia","Tegallalang, Bali, 80561, Indonesia",-8.4485743,115.2797296
Bali,Kabupaten Gianyar,Kedewatan,"Kedewatan, Bali, Indonesia","Kedewatan, Ubud, Bali, 80571, Indonesia",-8.4847863,115.2458272
Bali,Kabupaten Gianyar,Lodtunduh,"Lodtunduh, Bali, Indonesia","Lodtunduh, Ubud, Bali, 80571, Indonesia",-8.5521642,115.2608298
Bali,Kabupaten Gianyar,Mas,"Mas, Bali, Indonesia","Mas, Ubud, Bali, 80571, Indonesia",-8.5450345,115.2731894
Bali,Kabupaten Gianyar,Peliatan,"Peliatan, Bali, Indonesia","Peliatan, Ubud, Bali, 80571, Indonesia",-8.5188653,115.2691993
Bali,Kabupaten Gianyar,Petulu,"Petulu, Bali, Indonesia","Petulu, Ubud, Bali, 80571, Indonesia",-8.477163,115.2764074
Bali,Kabupaten Gianyar,Sayan,"Sayan, Bali, Indonesia","Sayan, Ubud, Bali, 80571, Indonesia",-8.5128336,115.240697
Bali,Kabupaten Gianyar,Ubud,"Ubud, Bali, Indonesia","Ubud, Bali, 80571, Indonesia",-8.5068977,115.2622931
Bali,Kabupaten Jembrana,Dauhwaru,"Dauhwaru, Bali, Indonesia","Dauhwaru, Bali, 82251, Indonesia",-8.3604835,114.6394857
Bali,Kabupaten Jembrana,Perancak,"Perancak, Bali, Indonesia","Tunjung Sari, Perancak, Bali, 82218, Indonesia",-8.4028712,114.6068333
Bali,Kabupaten Jembrana,Gilimanuk,"Gilimanuk, Bali, Indonesia","Gilimanuk, Bali, 82253, Indonesia",-8.1707675,114.4361568
Bali,Kabupaten Jembrana,Nusa Sari,"Nusa Sari, Bali, Indonesia","Nusa Sari, Bali, Indonesia",-8.2740999,114.5010875
Bali,Kabupaten Jembrana,Tuwed,"Tuwed, Bali, Indonesia","Tuwed, Bali, Indonesia",-8.3161211,114.5279885
Bali,Kabupaten Jembrana,Banjar Tengah,"Banjar Tengah, Bali, Indonesia","Banjar Tengah, Bali, 82218, Indonesia",-8.3662652,114.6006702
Bali,Kabupaten Jembrana,Cupel,"Cupel, Bali, Indonesia","Cupel, Bali, Indonesia",-8.3685245,114.5619924
Bali,Kabupaten Jembrana,Tegal Badeng Timur,"Tegal Badeng Timur, Bali, Indonesia","Tegal Badeng Timur, Bali, 82218, Indonesia",-8.3743134,114.5850082
Bali,Kabupaten Jembrana,Gumbrih,"Gumbrih, Bali, Indonesia","Gumbrih, Bali, Indonesia",-8.4421632,114.877731
Bali,Kabupaten Jembrana,Pekutatan,"Pekutatan, Bali, Indonesia","Pekutatan, Bali, Indonesia",-8.4182256,114.8212507
Bali,Kabupaten Karangasem,Ababi,"Ababi, Bali, Indonesia","Ababi, Bali, Indonesia",-8.4031209,115.5862094
Bali,Kabupaten Karangasem,Abang,"Abang, Bali, Indonesia","Abang, Bali, Indonesia",-8.3858748,115.6021404
Bali,Kabupaten Karangasem,Bunutan,"Bunutan, Bali, Indonesia","Bunutan, Bali, 80852, Indonesia",-8.3456664,115.6742811
Bali,Kabupaten Karangasem,Culik,"Culik, Bali, Indonesia","Culik, Bali, 805, Indonesia",-8.343624,115.6147646
Bali,Kabupaten Karangasem,Kesimpar,"Kesimpar, Bali, Indonesia","Kesimpar, Bali, Indonesia",-8.3838777,115.590802
Bali,Kabupaten Karangasem,Pidpid,"Pidpid, Bali, Indonesia","Pidpid, Bali, Indonesia",-8.3966703,115.5767615
Bali,Kabupaten Karangasem,Tri Buana,"Tri Buana, Bali, Indonesia","Tri Buana, Bali, Indonesia",-8.3847597,115.6040778
Bali,Kabupaten Karangasem,Bebandem,"Bebandem, Bali, Indonesia","Bebandem, Bali, Indonesia",-8.4404253,115.5607416
Bali,Kabupaten Karangasem,Bungaya (Bungaya Kauh),"Bungaya (Bungaya Kauh), Bali, Indonesia","Bungaya Kauh, Bali, 80871, Indonesia",-8.4618116,115.5676318
Bali,Kabupaten Karangasem,Macang,"Macang, Bali, Indonesia","Macang, Bali, 80862, Indonesia",-8.4469612,115.5269642
Bali,Kabupaten Karangasem,Sibetan,"Sibetan, Bali, Indonesia","Sibetan, Bali, Indonesia",-8.4434273,115.5394173
Bali,Kabupaten Karangasem,Bugbug,"Bugbug, Bali, Indonesia","Bugbug, Bali, 80871, Indonesia",-8.4896691,115.5940461
Bali,Kabupaten Karangasem,Karangasem,"Karangasem, Bali, Indonesia","Amlapura, Bali, 80311, Indonesia",-8.4464252,115.6135572
Bali,Kabupaten Karangasem,Padang Kerta,"Padang Kerta, Bali, Indonesia","Padang Kerta, Bali, 80311, Indonesia",-8.4432525,115.5898577
Bali,Kabupaten Karangasem,Seraya Barat,"Seraya Barat, Bali, Indonesia","Seraya Barat, Bali, 80311, Indonesia",-8.4620471,115.6306538
Bali,Kabupaten Karangasem,Seraya Timur,"Seraya Timur, Bali, Indonesia","Bank BPD Bali, Jalan Pejanggik, Lingk. Pajang Barat, Kel. Pejanggik, Kota Mataram, Kec. Selaparang, Nusa Tenggara Barat, 83121, Indonesia",-8.5844195,116.1161075
Bali,Kabupaten Karangasem,Subagan,"Subagan, Bali, Indonesia","Perum Wahyu Subagan, Amlapura, Bali, Indonesia",-8.4608421,115.60186329299815
Bali,Kabupaten Karangasem,Ban,"Ban, Bali, Indonesia","Ban, Bali, Indonesia",-8.2466031,115.4951728
Bali,Kabupaten Karangasem,Dukuh,"Dukuh, Bali, Indonesia","Dukuh, Kenderan, Bali, 80561, Indonesia",-8.4626946,115.2798067
Bali,Kabupaten Karangasem,Tulamben,"Tulamben, Bali, Indonesia","Tulamben, Bali, 80853, Indonesia",-8.2775419,115.5928337
Bali,Kabupaten Karangasem,Antiga,"Antiga, Bali, Indonesia","Antiga, Bali, Indonesia",-8.5152853,115.4894144
Bali,Kabupaten Karangasem,Antiga Kelod,"Antiga Kelod, Bali, Indonesia","Antiga Kelod, Bali, Indonesia",-8.5056583,115.5024256
Bali,Kabupaten Karangasem,Padangbai,"Padangbai, Bali, Indonesia","Padangbai, Bali, Indonesia",-8.5308443,115.5074731
Bali,Kabupaten Karangasem,Sengkidu,"Sengkidu, Bali, Indonesia","Sengkidu, Bali, 80871, Indonesia",-8.499358,115.5508327
Bali,Kabupaten Karangasem,Tenganan,"Tenganan, Bali, Indonesia","Tenganan Pegringsingan, Bali, 80871, Indonesia",-8.4746834,115.5666957
Bali,Kabupaten Karangasem,Ulakan,"Ulakan, Bali, Indonesia","Ulakan, Bali, Indonesia",-8.4993521,115.5065805
Bali,Kabupaten Karangasem,Besakih,"Besakih, Bali, Indonesia","Besakih, Bali, 80863, Indonesia",-8.3770431,115.4489936
Bali,Kabupaten Karangasem,Menanga,"Menanga, Bali, Indonesia","Menanga, Bali, 80863, Indonesia",-8.4102256,115.4209589
Bali,Kabupaten Karangasem,Nongan,"Nongan, Bali, Indonesia","Nongan, Bali, 80864, Indonesia",-8.4492146,115.410803
Bali,Kabupaten Karangasem,Rendang,"Rendang, Bali, Indonesia","Rendang, Bali, 80863, Indonesia",-8.4280442,115.4226635
Bali,Kabupaten Karangasem,Muncan,"Muncan, Bali, Indonesia","Muncan, Bali, 80862, Indonesia",-8.4272492,115.445764
Bali,Kabupaten Karangasem,Sidemen,"Sidemen, Bali, Indonesia","Sidemen, Bali, 80846, Indonesia",-8.4646476,115.4482101
Bali,Kabupaten Karangasem,Tangkup,"Tangkup, Bali, Indonesia","Tangkup, Bali, 80864, Indonesia",-8.4964231,115.4160815
Bali,Kabupaten Klungkung,Banjarangkan,"Banjarangkan, Bali, Indonesia","Banjarangkan, Bali, 80614, Indonesia",-8.5512569,115.3701369
Bali,Kabupaten Klungkung,Negari,"Negari, Bali, Indonesia","Negari, Bali, 80716, Indonesia",-8.5651374,115.3757641
Bali,Kabupaten Klungkung,Takmung,"Takmung, Bali, Indonesia","Takmung, Bali, 80711, Indonesia",-8.565813,115.3877893
Bali,Kabupaten Klungkung,Tihingan,"Tihingan, Bali, Indonesia","Tihingan, Bali, 80711, Indonesia",-8.5360462,115.3855796
Bali,Kabupaten Klungkung,Tohpati,"Tohpati, Bali, Indonesia","Tohpati, Bali, 80613, Indonesia",-8.4718268,115.3775034
Bali,Kabupaten Klungkung,Tusan,"Tusan, Bali, Indonesia","Tusan, Bali, 80614, Indonesia",-8.5404726,115.3659934
Bali,Kabupaten Klungkung,Dawan Klod,"Dawan Klod, Bali, Indonesia","Dawan Klod, Bali, 80711, Indonesia",-8.5416467,115.4428891
Bali,Kabupaten Klungkung,Gunaksa,"Gunaksa, Bali, Indonesia","Gunaksa, Bali, 80711, Indonesia",-8.5498581,115.4287155
Bali,Kabupaten Klungkung,Kampung Kusamba,"Kampung Kusamba, Bali, Indonesia","Kampung Kusamba, Bali, Indonesia",-8.5635867,115.4518505
Bali,Kabupaten Klungkung,Kusamba,"Kusamba, Bali, Indonesia","Kusamba, Bali, Indonesia",-8.5594518,115.4461105
Bali,Kabupaten Klungkung,Paksebali,"Paksebali, Bali, Indonesia","Paksebali, Bali, 80711, Indonesia",-8.5286908,115.4179623
Bali,Kabupaten Klungkung,Pesinggahan,"Pesinggahan, Bali, Indonesia","Pesinggahan, Bali, Indonesia",-8.5476698,115.4659704
Bali,Kabupaten Klungkung,Sampalan Klod,"Sampalan Klod, Bali, Indonesia","Sampalan Klod, Bali, 80711, Indonesia",-8.5436847,115.4161319
Bali,Kabupaten Klungkung,Sampalan Tengah,"Sampalan Tengah, Bali, Indonesia","Sampalan Tengah, Bali, 80711, Indonesia",-8.5389423,115.4166207
Bali,Kabupaten Klungkung,Akah,"Akah, Bali, Indonesia","Akah, Bali, 80711, Indonesia",-8.5141798,115.4002972
Bali,Kabupaten Klungkung,Kamasan,"Kamasan, Bali, Indonesia","Kamasan, Bali, 80711, Indonesia",-8.5491626,115.4084476
Bali,Kabupaten Klungkung,Kampung Gelgel,"Kampung Gelgel, Bali, Indonesia","Kampung Gelgel, Bali, 80711, Indonesia",-8.5549809,115.4109313
Bali,Kabupaten Klungkung,Semarapura Tengah,"Semarapura Tengah, Bali, Indonesia","Semarapura Tengah, Bali, 80711, Indonesia",-8.5312531,115.401445
Bali,Kabupaten Klungkung,Tangkas,"Tangkas, Bali, Indonesia","Tangkas, Bali, 80711, Indonesia",-8.5550757,115.4222046
Bali,Kabupaten Klungkung,Tegak,"Tegak, Bali, Indonesia","Tegak, Bali, 80864, Indonesia",-8.4935368,115.4108596
Bali,Kabupaten Klungkung,Tojan,"Tojan, Bali, Indonesia","Tojan, Bali, 80711, Indonesia",-8.5601784,115.4000723
Bali,Kabupaten Klungkung,Bunga Mekar,"Bunga Mekar, Bali, Indonesia","Bunga Mekar, Bali, Indonesia",-8.7416504,115.4871663
Bali,Kabupaten Klungkung,Kampung Toyapakeh,"Kampung Toyapakeh, Bali, Indonesia","Toyapakeh, Bali, Indonesia",-8.6825225,115.4880228
Bali,Kabupaten Klungkung,Lembongan,"Lembongan, Bali, Indonesia","Lembongan, Bali, Indonesia",-8.6990748,115.4523449
Bali,Kabupaten Klungkung,Ped,"Ped, Bali, Indonesia","Ped, Bali, Indonesia",-8.6905259,115.5185026
Bali,Kabupaten Klungkung,Sakti,"Sakti, Bali, Indonesia","Sakti, Bali, Indonesia",-8.7060094,115.4819099
Bali,Kabupaten Tabanan,Angseri,"Angseri, Bali, Indonesia","Angseri, Baturiti, Kabupaten Tabanan, Bali, 82191, Indonesia",-8.3561667,115.1550463
Bali,Kabupaten Tabanan,Batunya,"Batunya, Bali, Indonesia","Batunya, Bali, 8291, Indonesia",-8.3137721,115.186979
Bali,Kabupaten Tabanan,Baturiti,"Baturiti, Bali, Indonesia","Baturiti, Bali, 82114, Indonesia",-8.5308111,115.0823647
Bali,Kabupaten Tabanan,Candikuning,"Candikuning, Bali, Indonesia","Candikuning, Bali, 81162, Indonesia",-8.2733298,115.1612437
Bali,Kabupaten Tabanan,Perean Kangin,"Perean Kangin, Bali, Indonesia","Perean Kangin, Bali, Indonesia",-8.4215805,115.2069869
Bali,Kabupaten Tabanan,Abian Tuwung,"Abian Tuwung, Bali, Indonesia","Abian Tuwung, Bali, 08351, Indonesia",-8.5538594,115.1551052
Bali,Kabupaten Tabanan,Banjar Anyar,"Banjar Anyar, Bali, Indonesia","Banjar Anyar, Bali, 82114, Indonesia",-8.5380336,115.1474362
Bali,Kabupaten Tabanan,Belalang,"Belalang, Bali, Indonesia","Belalang, desa belalang, Bali, 82121, Indonesia",-8.6007387,115.092914
Bali,Kabupaten Tabanan,Beraban,"Beraban, Bali, Indonesia","Beraban, Bali, 82121, Indonesia",-8.6167538,115.0994335
Bali,Kabupaten Tabanan,Cepaka,"Cepaka, Bali, Indonesia","Cepaka, Bali, 000, Indonesia",-8.599765,115.1489068
Bali,Kabupaten Tabanan,Kediri,"Kediri, Bali, Indonesia","Kediri, Bali, 08351, Indonesia",-8.5644545,115.1320721
Bali,Kabupaten Tabanan,Nyambu,"Nyambu, Bali, Indonesia","Nyambu, Bali, 08351, Indonesia",-8.5811726,115.1397781
Bali,Kabupaten Tabanan,Nyitdah,"Nyitdah, Bali, Indonesia","Nyitdah, Bali, 82121, Indonesia",-8.5806816,115.1159476
Bali,Kabupaten Tabanan,Pandak Bandung,"Pandak Bandung, Bali, Indonesia","Pandak Bandung, Bali, 08351, Indonesia",-8.5771093,115.1340493
Bali,Kabupaten Tabanan,Pandak Gede,"Pandak Gede, Bali, Indonesia","Pandak Gede, Bali, 82121, Indonesia",-8.5934118,115.1181791
Bali,Kabupaten Tabanan,Pangkung Tibah,"Pangkung Tibah, Bali, Indonesia","Pangkung Tibah, Bali, 82121, Indonesia",-8.5979299,115.0808233
Bali,Kabupaten Tabanan,Pejaten,"Pejaten, Bali, Indonesia","Pejaten, Bali, 08351, Indonesia",-8.5742314,115.1082228
Bali,Kabupaten Tabanan,Kesiut,"Kesiut, Bali, Indonesia","Kesiut, Bali, Indonesia",-8.4804463,115.0940295
Bali,Kabupaten Tabanan,Meliling,"Meliling, Bali, Indonesia","Meliling, Bali, 82114, Indonesia",-8.5093562,115.0816648
Bali,Kabupaten Tabanan,Pangkung Karung,"Pangkung Karung, Bali, Indonesia","Pangkung Karung, Bali, 08351, Indonesia",-8.5478283,115.0974875
Bali,Kabupaten Tabanan,Sembung Gede,"Sembung Gede, Bali, Indonesia","Sembung Gede, Bali, 82114, Indonesia",-8.5142918,115.0905136
Bali,Kabupaten Tabanan,Timpag,"Timpag, Bali, Indonesia","Timpag, Bali, Indonesia",-8.4821928,115.0801708
Bali,Kabupaten Tabanan,Baru,"Baru, Bali, Indonesia","Kampung Baru, Bali, 81114, Indonesia",-8.1040689,115.0950501
Bali,Kabupaten Tabanan,Batannyuh,"Batannyuh, Bali, Indonesia","Batannyuh, Bali, Indonesia",-8.4926935,115.1686239
Bali,Kabupaten Tabanan,Marga,"Marga, Bali, Indonesia","Marga, Bali, Indonesia",-8.4720865,115.167254
Bali,Kabupaten Tabanan,Peken,"Peken, Bali, Indonesia","Peken, Bali, 82114, Indonesia",-8.5170937,115.1693182
Bali,Kabupaten Tabanan,Selanbawak,"Selanbawak, Bali, Indonesia","Selanbawak, Bali, 80352, Indonesia",-8.4892714,115.1783053
Bali,Kabupaten Tabanan,Jatiluwih,"Jatiluwih, Bali, Indonesia","Rice Terraces, Jatiluwih Rice Terraces Trail, Gunungsari, Bali, 82152, Indonesia",-8.3703528,115.1312018
Bali,Kabupaten Tabanan,Penatahan,"Penatahan, Bali, Indonesia","Penatahan, Bali, Indonesia",-8.4360313,115.1258584
Bali,Kabupaten Tabanan,Riang Gede,"Riang Gede, Bali, Indonesia","Riang Gede, Bali, Indonesia",-8.4771416,115.1094526
Bali,Kabupaten Tabanan,Wongaya Gede,"Wongaya Gede, Bali, Indonesia","Wongaya Gede, Bali, 80361, Indonesia",-8.3933528,115.1104036
Bali,Kabupaten Tabanan,Belimbing,"Belimbing, Bali, Indonesia","Belimbing, Dangin Puri Kauh, Denpasar Utara, Denpasar, Bali, 80232, Indonesia",-8.6515785,115.2199772
Bali,Kabupaten Tabanan,Pajahan,"Pajahan, Bali, Indonesia","Pajahan, Bali, Indonesia",-8.3544289,115.0015675
Bali,Kabupaten Tabanan,Bantas,"Bantas, Bali, Indonesia","Bantas, Bali, Indonesia",-8.5020984,115.0684468
Bali,Kabupaten Tabanan,Dalang,"Dalang, Bali, Indonesia","Dalang, Bali, Indonesia",-8.4464457,115.0644298
Bali,Kabupaten Tabanan,Antap,"Antap, Bali, Indonesia","Antap, Bali, 80231, Indonesia",-8.5277026,115.0055448
Bali,Kabupaten Tabanan,Bajera,"Bajera, Bali, Indonesia","Bajera, Bali, 82162, Indonesia",-8.5030746,115.0251023
Bali,Kabupaten Tabanan,Selemadeg,"Selemadeg, Bali, Indonesia","Selemadeg, Bali, 82162, Indonesia",-8.4800277,115.0230973
Bali,Kabupaten Tabanan,Serampingan,"Serampingan, Bali, Indonesia","Serampingan, Bali, 82162, Indonesia",-8.5053608,115.0223719
Bali,Kabupaten Tabanan,Dauh Peken,"Dauh Peken, Bali, Indonesia","Dauh Peken, Bali, 08351, Indonesia",-8.5444645,115.1187382
Bali,Kabupaten Tabanan,Gubug,"Gubug, Bali, Indonesia","Gubug, Bali, 08351, Indonesia",-8.5583256,115.095377
